site,cz_data
BOBOS00232A,use1mk002
KNTYS00001A,use1mk002
ORMCO00614A,use1mk003
SESEA00146D,usw2mk001
KCRMO00014A,use2mk004
SESEA00386A,usw2mk001
AUAUS00483A,use2mk004
NABNA00270A,use1mk003
PRPDX00372A,usw2mk011-01
JKTLH00181A,use2mk004
DCWDC00202A,use1mk003
NYNYC02243B,use1mk011-02
LSSNA02075A,usw2mk011-02
JKJAX00111A,use1mk011-05
HOHOU00596A,use2mk001
KNTYS00361A,use1mk002
JKRLA00367A,use2mk004
BOBOS00472A,use1mk002
CLFAY00529A,use1mk011-04
BOBDL00208A,use1mk002
BOBOS00592A,use1mk002
PHPHL00665A,use1mk011-03
CLGSP00289A,use1mk001
SCSAC00010A,usw2mk001
DNDEN00075A,usw2mk011-02
HOHOU00476A,use2mk001
SFSFO01145A,usw2mk011-01
DNDEN00133B,usw2mk001
JKMGM00070A,use1mk011-05
DEDET00645A,use2mk002
DADAL00432A,use2mk002
CHCHI00876A,use2mk002
HOHOU00606A,use2mk001
NYNYC02031B,use1mk002
DCWDC00271A,use1mk011-04
CLRDU00642A,use1mk001
KNAVL00105A,use1mk002
AUAUS00269A,use2mk004
ATBHM00274A,use1mk001
NJJER01469A,use1mk011-03
HOHOU00210A,use2mk001
LSSNA01100B,usw2mk011-02
SDSAN00553B,usw2mk001
KNTYS00241A,use1mk002
KNAVL00095A,use1mk002
NYNYC02307A,use1mk002
BOBOS00352A,use1mk002
AUAUS00149A,use2mk004
SFSFO01025A,usw2mk011-01
NJJER01589A,use1mk011-03
ATATL00299A,use1mk011-01
PHPHL00545A,use1mk011-03
CVCRW00174A,use2mk001
MNDLH00099B,use2mk002
JKRLA00127B,use2mk004
SCSAC00215A,usw2mk011-02
CHCHI00002A,use2mk011-01
DEDET00525A,use2mk002
PXABQ03001A,usw2mk001
STSPI00058B,use2mk003
BOBDL00052A,use1mk002
ATATL00763A,use1mk011-06
CHCHI00756A,use2mk002
JKRLA00247A,use2mk004
DNDEN00399E,usw2mk001
ATBHM00154A,use1mk001
BOBOS00508D,use1mk002
OKOKC20031C,use2mk003
CLRDU00522A,use1mk001
ATATL00033A,use1mk011-06
DCWDC00915B,use1mk011-04
PXPHX00515A,usw2mk001
OKOKC00063A,use2mk003
DNDEN00195A,usw2mk011-02
CLGSP00143A,use1mk001
SESEA00266A,usw2mk001
LALAX04464B,usw2mk011-01
NYNYC02297A,use1mk002
CLCLT00315A,use1mk001
NJJER01377A,use1mk002
DETOL00008B,use2mk011-01
CHCHI00268A,use2mk011-01
NYNYC02123B,use1mk011-02
AUAUS03013B,use2mk004
JKMGM00106A,use1mk011-05
KCMCI00128B,use2mk004
SFSFO00410A,usw2mk011-01
CLRDU00392A,use1mk001
SYSYR00480A,use1mk002
JKJAX00351B,use1mk011-05
DEMBS00038A,use2mk002
SDSAN00029A,usw2mk011-04
AUAUS00029A,use2mk004
PHHAR00010A,use1mk001
NJJER01867C,use1mk002
LALAX02069B,usw2mk011-03
DCWDC00297B,use1mk011-04
STSPI00032A,use2mk003
DADAL00062A,use2mk002
NASDF00120A,use2mk003
NYNYC02177A,use1mk002
JKMGM00226A,use2mk004
MWGRB00021B,use2mk001
NJJER01987A,use1mk002
NYNYC01894D,use1mk011-02
MIMIA00584A,use1mk011-05
OKLIT00019A,use2mk003
CVCLE00177A,use2mk001
SDSAN00433A,usw2mk001
CVCMH00368A,use2mk001
KCOMA00042B,use2mk004
KNTYS00027A,use1mk002
CHCHI00730B,use2mk002
BOBOS03002A,use1mk002
KCMCI00248A,use2mk004
BOBOS00018B,use1mk002
NJJER01099B,use1mk011-03
SEBIL00003A,usw2mk011-02
LSSNA02205A,usw2mk011-02
SCSAC00250A,usw2mk001
PXPHX00577A,usw2mk011-01
CLGSP00023A,use1mk001
SCMCA00143B,usw2mk001
PHCPA00008A,use1mk001
CHCHI00148A,use2mk002
AUCRP00122A,use2mk004
KCMCI00008A,use2mk004
NYNYC02057A,use1mk002
CVCLE00297A,use2mk001
ALALB00047A,use1mk003
AUWCO00045A,use2mk011-02
CVCMH00488A,use2mk001
DADAL00312A,use2mk002
DCSBY00029A,use1mk003
SCSAC00250B,usw2mk001
SEBIL00077B,usw2mk001
JKMGM00096A,use1mk011-05
BOBOS00138A,use1mk002
NJJER01349A,use1mk011-03
LSSNA03153A,usw2mk011-02
NYNYC01774A,use1mk011-02
CLRDU00668A,use1mk001
CLCLT00185A,use1mk001
KCMCI00092A,use2mk004
MIMIA00464A,use1mk011-06
HOHOU00690A,use2mk001
CVCLE00307A,use2mk001
NAMEM00211A,use1mk003
ORTPA00274A,use1mk011-05
NJJER01747A,use1mk002
NJJER01109E,use1mk011-03
ORTPA00540A,use1mk003
BOBOS00378A,use1mk002
MWMKE00165A,use2mk001
CLCHS00113A,use1mk011-04
PHCPA00092A,use1mk001
KNTYS00267A,use1mk002
LALAX04224B,usw2mk011-02
AUCRP00002A,use2mk004
JKJAN00175A,use2mk004
CLRDU00152A,use1mk001
DADAL00338A,use2mk002
DCSBY00003A,use1mk003
ATATL00403B,use1mk011-01
NYNYC01469B,use1mk002
BOBOS01087A,use1mk002
NJJER01351B,use1mk002
LSSNA03033A,usw2mk011-03
HOHOU00570A,use2mk001
SDSAN00459B,usw2mk001
NAMEM00331A,use1mk003
PHHAR00036B,use1mk001
BOBOS00258A,use1mk002
CLCHS00233A,use1mk011-04
AUCRP03012B,use2mk004
CHCHI00850A,use2mk002
CVCLE00150A,use2mk001
SYSYR00516A,use1mk002
ORTPA00154A,use1mk011-05
CLRDU00272A,use1mk001
NJJER01229A,use1mk011-03
MWMKE00045A,use2mk002
SYSYR00360A,use1mk002
JKRLA00341A,use2mk004
CVCVG00246A,use2mk011-02
DCWDC00057A,use1mk011-04
NYNYC01073B,use1mk002
RIRIC00514A,use1mk002
NYNYC01904A,use1mk011-02
CVCMH00342A,use2mk001
LALAX04104B,usw2mk011-02
KNTYS00147A,use1mk002
CVCLE00427A,use2mk001
STSPI00152A,use2mk003
DADAL00182A,use2mk002
SDSAN00269A,usw2mk011-04
DADAL00458A,use2mk002
NYNYC01349B,use1mk002
OKOKC20057A,use2mk003
CHCHI00971A,use2mk011-01
ATATL00393A,use1mk011-06
CLGSP00049A,use1mk001
RIRVA00132A,use1mk002
OKLIT00139A,use2mk003
AUAUS03039A,use2mk004
MIMIA00095A,use1mk011-06
ORTPA00524A,use1mk011-05
SFSFO00437A,usw2mk011-01
NJJER01960B,use1mk002
CLCHS00168A,use1mk001
ATSAV00004A,use1mk001
CVCLE00151A,use2mk001
JKJAN00030A,use2mk004
CLRDU00178A,use1mk001
JKMSY00029A,use2mk004
MIMIA00105A,use1mk011-05
CVCMH03137A,use2mk001
NYNYC01839A,use1mk002
NYNYC01203A,use1mk002
NYNYC01535B,use1mk011-02
CVCMH00341A,use2mk001
SEBIL00051B,usw2mk001
LSSNA03179A,usw2mk011-02
RIRVA00158A,use1mk002
KCRNE00053A,use2mk004
OKLIT00113A,use2mk003
PXABQ00019A,usw2mk001
CVCLE00426A,use2mk001
SLBOI00026A,usw2mk001
SCMCA00024A,usw2mk001
RIRIC00754A,use1mk002
CVPIT00519A,use2mk001
BOBOS01060B,use1mk002
HLHNL00006A,usw2mk011-01
MWMKE00164A,use2mk004
MIMIA00225A,use1mk011-06
CLRDU00308A,use1mk001
NYNYC01589B,use1mk002
BOBOS01180A,use1mk002
KCMCI00221B,use2mk004
CVCLE00031A,use2mk001
NJJER01840A,use1mk002
LSSNA03059A,usw2mk011-03
CVCLE00270A,use2mk001
DCSBY00002A,use1mk003
CHCHI00997B,use2mk011-01
SDLAS00094B,usw2mk001
DATYR03004A,use2mk002
DEMBS00012A,use2mk002
CLRDU00032A,use1mk001
NAMEM00330A,use1mk003
DEGRR00074A,use2mk011-01
PHPHL00055B,use1mk011-03
NYNYC01415B,use1mk011-02
CVCMH00461A,use2mk001
CVCVG00006A,use2mk011-02
ORTPA00050A,use1mk003
NJJER01590D,use1mk002
SDLAS00104B,usw2mk001
CVCMH00581A,use2mk001
NYNYC01563B,use1mk002
DADAL00218A,use2mk002
PHCPA00009A,use1mk001
NJJER01720A,use1mk002
MIMIA00345A,use1mk011-05
LSSNA00143A,usw2mk011-02
LSSNA01007A,usw2mk011-02
AUCRP00029A,use2mk004
SEGEG00050A,usw2mk001
NJJER01600B,use1mk002
ORTPA00446A,use1mk003
LALAX03001A,usw2mk011-02
NJJER01590C,use1mk002
CVCLE00390A,use2mk001
BOBOS00962C,use1mk002
DEGRR00194A,use2mk011-01
KCMCI00091A,use2mk004
JKTLH00205A,use1mk011-05
DADAL00088B,use2mk002
AUAUS03012B,use2mk004
CLRDU00058A,use1mk001
MNMSP00403A,use2mk002
PXPHX00458A,usw2mk011-01
BOBOS00019A,use1mk002
CHCHI00611A,use2mk011-01
MNMSP00059A,use2mk011-01
LSSNA00023B,usw2mk011-02
RIRIC00265A,use1mk002
MWMKE00284B,use2mk004
SLIDA00001A,usw2mk001
MWGRB00020B,use2mk004
MWRWI00047A,use2mk004
KCMCI00101A,use2mk004
SCMCA00144A,usw2mk001
CVCLE00400A,use2mk001
NYNYC01443B,use1mk002
SDLAS00224A,usw2mk001
NYNYC01655A,use1mk011-02
DEGRR00204A,use2mk011-01
NYNYC01719A,use1mk002
AUCRP03038A,use2mk004
JKRLA00007A,use2mk004
STSTL00114A,use2mk003
LALAX03027B,usw2mk011-02
NJJER02056A,use1mk011-03
MNMSP00273B,use2mk011-01
HOHOU00116C,use2mk001
PRPDX00528A,usw2mk011-01
JKTLH00075A,use1mk011-05
LSSNA01247B,usw2mk011-03
BOBOS00722A,use1mk002
OROCF00121A,use1mk003
ATBHM00035A,use1mk001
NYNYC01813B,use1mk002
PRPDX00012A,usw2mk011-01
BOBDL00051A,use1mk002
NABNA00306A,use1mk003
NABNA00030A,use1mk003
CLGSP00263A,use1mk001
HOHOU00236B,use2mk001
CVPIT00149A,use2mk001
PXPHX00146B,usw2mk001
NJJER01682A,use1mk011-03
ATBHM00155A,use1mk001
NYNYC01933A,use1mk002
PHPHL00305A,use1mk011-03
NYNYC02003B,use1mk011-02
NYNYC02269C,use1mk011-02
STSTL00234A,use2mk003
MNMSP00299A,use2mk002
DCWDC00811A,use1mk003
CLCHS00262A,use1mk001
MNMSP00393A,use2mk011-01
DEDET00764A,use2mk002
JKMSY00003A,use2mk004
SCRNO00072A,usw2mk001
OROCF00001A,use1mk003
NJJER01958B,use1mk011-03
BOBDL00171A,use1mk002
SYSYR03010A,use1mk002
CVCMH00128A,use2mk001
HOHOU00356B,use2mk001
CHCHI00481A,use2mk011-01
BOBOS00602A,use1mk002
NYNYC01683B,use1mk002
LSSNA01091B,usw2mk011-02
SESEA00120A,usw2mk001
LSSNA01101A,usw2mk011-02
PRROR00029A,usw2mk011-01
RIRIC00025B,use1mk002
DNDEN00076A,usw2mk011-02
CHIND00384A,use2mk002
PXPHX00062A,usw2mk011-01
SYSYR00147A,use1mk002
AUAUS00389A,use2mk011-02
DEDET00644A,use2mk002
STEMO00026B,use2mk011-02
PRPDX00278A,usw2mk011-01
ORMCO00005A,use1mk003
PHPHL00425A,use1mk011-03
NYNYC01045C,use1mk011-02
DALBB00031A,use2mk011-02
CLFAY00254A,use1mk011-04
NJJER01718C,use1mk011-03
PHPHL00175A,use1mk011-03
DCWDC00546A,use1mk011-04
SESEA00480A,usw2mk001
ATABY00035A,use1mk001
DCWDC00400D,use1mk011-04
ORMCO00245A,use1mk003
SYSYR03036A,use1mk002
NJJER01838A,use1mk011-03
SESEA00360B,usw2mk001
CVPIT00003A,use2mk011-02
MWRWI00021A,use2mk004
NYNYC01165B,use1mk011-02
AUAUS00363A,use2mk011-02
CHIND00264A,use2mk002
BOBOS00988A,use1mk002
NYNYC02149B,use1mk011-02
NJJER01442A,use1mk011-03
CLCAE00238A,use1mk001
DCWDC00108A,use1mk003
MNMSP00429A,use2mk011-01
BOPWM00034A,use1mk002
SEGEG00076A,usw2mk001
OROCF00147A,use1mk003
ORMCO00125A,use1mk003
NYNYC04424B,use1mk011-02
CLCHS00142A,use1mk001
PRPDX00398A,usw2mk011-01
MNMSP00309A,use2mk011-01
NJJER01017A,use1mk002
NJJER02030A,use1mk011-03
OKFYV00114A,use2mk003
SESEA00240B,usw2mk001
CVPIT00123A,use2mk011-02
MNMSP00153A,use2mk011-01
NYNYC02029A,use1mk011-02
BOBOS00181A,use1mk011-02
DCWDC00666A,use1mk011-04
JKTLH00217A,use2mk004
PRPDX00408A,usw2mk011-01
CLCAE00118A,use1mk001
AUAUS00519A,use2mk011-02
NABNA00056A,use1mk003
JKJAX00137A,use1mk011-05
SCSAC00036A,usw2mk001
NJJER01562A,use1mk011-02
SFSFO00187A,usw2mk011-01
CHCHI00241A,use2mk011-01
NYNYC01285B,use1mk011-02
STSTL00354A,use2mk003
AUAUS00243A,use2mk011-02
MNDLH00072A,use2mk002
PHPHL00295A,use1mk011-03
NABNA00291A,use1mk003
SCSAC00007B,usw2mk011-02
PRPDX00382B,usw2mk011-01
LALAX04136B,usw2mk011-03
JKJAX00125A,use1mk011-05
STSTL00050A,use2mk003
CLFAY00049A,use1mk011-04
MWMKE00102A,use2mk001
ORTPA00320A,use1mk011-05
ORMCO00036A,use1mk003
ATATL00513A,use1mk011-01
NJJER01019A,use1mk011-03
JKJAX00005B,use1mk011-05
LSSNA02208A,usw2mk011-02
CLGSP00015A,use1mk001
NYNYC04410B,use1mk011-02
JKJAX00245A,use1mk011-05
ORTPA00200A,use1mk011-05
RIRVA00088A,use1mk002
ORMCO00156A,use1mk003
CLGSP00135A,use1mk001
MWMKE00092A,use2mk001
JKRLA00331A,use2mk004
SEGEG03005B,usw2mk001
ATATL00633A,use1mk011-01
CLFAY00264A,use1mk001
ATBHM00371A,use1mk001
NYNYC01056C,use1mk002
JKRLA00211A,use2mk004
ORTPA00440A,use1mk011-05
STSPI00146A,use2mk003
NYNYC02253A,use1mk011-02
ATBHM00251B,use1mk001
SCMCA00109B,usw2mk001
PRPDX00262A,usw2mk011-01
STSTL00326A,use2mk003
NAMEM00414A,use1mk003
ATATL00383A,use1mk011-06
ORTPA00190A,use1mk011-05
STSTL00170A,use2mk003
SCSAC00011A,usw2mk001
LSSNA02198A,usw2mk011-02
PHPHL00017A,use1mk011-03
KNTYS00353A,use1mk002
MWMKE00128C,use2mk002
ATATL00909A,use1mk011-06
NAMEM00176A,use1mk011-04
CVCMH00325A,use2mk001
DCWDC00860A,use1mk011-04
DCWDC00370E,use1mk011-04
SCSAC00127A,usw2mk011-02
CLGSP00255A,use1mk001
CVCVG00161A,use2mk001
MWMKE00248A,use2mk003
NYNYC01176C,use1mk002
ATATL00753A,use1mk011-01
PXELP00021A,usw2mk011-01
SYSYR00463A,use1mk003
NYNYC02013B,use1mk011-02
CLCHS00230A,use1mk011-04
PHPHL00005B,use1mk001
ORMCO00396A,use1mk003
BOBOS00901B,use1mk002
BOBOS01000A,use1mk002
STSPI00120A,use2mk003
RIRIC00410A,use1mk002
CHIND00320A,use2mk002
STSTL00300A,use2mk003
SCMCA00073B,usw2mk001
CVCMH00445A,use2mk001
SLBOI00009A,usw2mk001
NYNYC01176B,use1mk002
MNBIS00024A,use2mk002
JKJAN00156A,use2mk004
DCWDC00490A,use1mk011-04
CLCLT00414A,use1mk001
NYNYC80000A,use1mk002
ATATL00263A,use1mk011-06
JKJAX00365B,use1mk011-05
SYSYR00343B,use1mk002
MWMKE00222A,use2mk004
NYNYC02133A,use1mk011-02
STSTL00446C,use2mk003
NJJER01139B,use1mk011-03
CVCMH00565A,use2mk001
CVCLE00167A,use2mk001
NABNA00207A,use1mk003
ORMCO00010A,use1mk003
ATBHM00407A,use1mk001
CLFAY00024A,use1mk001
JKRLA00081A,use2mk004
MIMIA00163A,use1mk011-06
ATBHM00131A,use1mk001
ALALB00155A,use1mk003
CVCVG00292A,use2mk011-01
DCSBY00085C,use1mk003
NYNYC01296B,use1mk002
JKRLA00357A,use2mk004
LSSNA02052B,usw2mk011-02
NASDF00069A,use2mk003
DETOL00001A,use2mk011-01
BOBOS00771A,use1mk002
CHCHI00915A,use2mk011-01
CVCRW00035A,use2mk001
NYNYC01150A,use1mk002
DNDEN00056A,usw2mk001
PHPHL00377A,use1mk011-03
SFSFO00204C,usw2mk011-01
RIRIC00160A,use1mk002
NYNYC01546B,use1mk002
DADAL00459D,use2mk002
NYNYC01784A,use1mk011-02
PHHAR00068B,use1mk001
AUAUS00217A,use2mk011-02
SEGEG00139B,usw2mk001
RIRIC00280A,use1mk002
CVCLE00287A,use2mk001
BOBOS00771B,use1mk002
AUAUS00290B,use2mk004
DADAL00313A,use2mk002
CHCHI01014A,use2mk011-01
CHIND00190A,use2mk002
KNTYS00379A,use1mk002
NASDF00189A,use2mk003
BOBOS00651A,use1mk002
LSSNA00145B,usw2mk011-02
DADAL00183A,use2mk002
ATSAV00061A,use1mk001
NJJER02063A,use1mk002
ORMCO00250A,use1mk003
CHIND00346B,use2mk002
DCWDC00250A,use1mk011-04
SFSFO00324B,usw2mk011-01
LSSNA02172B,usw2mk011-02
CLCLT00044A,use1mk001
STSTL00076A,use2mk003
CVCLE00417A,use2mk001
RIRIC00436A,use1mk002
BOBOS00891A,use1mk002
LSSNA03130B,usw2mk011-02
NYNYC01786A,use1mk002
SDLAS00049A,usw2mk001
CLCHS00110A,use1mk011-04
DCWDC00406B,use1mk011-04
NJJER01844A,use1mk002
PHPHL00497A,use1mk011-03
ATATL00539A,use1mk011-06
JKJAN00130A,use2mk004
RIRIC00316B,use1mk002
DADAL00063A,use2mk002
LSSNA00025B,usw2mk011-03
BOBOS00531A,use1mk002
NYNYC01914B,use1mk011-02
CHIND00226B,use2mk002
ORMCO00130A,use1mk003
PHPHL00111B,use1mk011-03
MNDLH00032A,use2mk002
DADAL00433A,use2mk002
NYNYC01544C,use1mk011-02
DNDEN00176B,usw2mk001
ORMCO00406A,use1mk003
AUAUS00457A,use2mk011-02
LSSNA03010B,usw2mk011-03
NJJER01962A,use1mk011-03
CHCHI00665A,use2mk011-01
KNAVL00052A,use1mk002
OKOKC00055A,use2mk003
CLCHS00136A,use1mk011-04
ORMCO00490A,use1mk003
DATYR00068A,use2mk002
JKTLH00234A,use1mk011-05
CHCHI00895B,use2mk002
PHCPA00016A,use1mk001
JKMSY00117A,use2mk004
ATATL00659A,use1mk011-06
NASDF00043A,use2mk003
MWGRB00057A,use2mk004
MNDLH00058A,use2mk002
CHCHI00785A,use2mk011-01
DNDEN00039B,usw2mk011-02
SCSAC00247A,usw2mk011-02
AUAUS00170A,use2mk004
NYNYC01400B,use1mk002
KNTYS00233A,use1mk002
NYNYC01270B,use1mk002
LALAX04016A,usw2mk011-01
KCRNE00070A,use2mk004
CVCLE00261A,use2mk001
DNDEN00306C,usw2mk001
PXELP00047A,usw2mk011-01
CLCHS00256A,use1mk011-04
DETOL00027A,use2mk011-01
KNTYS00113A,use1mk002
CVCRW00155A,use2mk001
SEGEG00113B,usw2mk001
DEGRR00212A,use2mk011-01
SDSAN00534A,usw2mk001
AUAUS00326A,use2mk004
SESEA00132A,usw2mk011-02
NASDF00163A,use2mk003
NABNA00301A,use1mk003
SDLAS00023A,usw2mk001
ATATL00131A,use1mk001
NYNYC01666A,use1mk002
SFSFO00444A,usw2mk011-01
JKRLA00451A,use2mk004
MNMSP00411B,use2mk011-01
SCMCA00099A,usw2mk001
CLCLT00164A,use1mk001
CHIND00106A,use2mk002
PXABQ00001B,usw2mk001
AUWCO00037A,use2mk011-02
RIRIC00066A,use1mk002
CVCLE00260A,use2mk001
BOBOS00798A,use1mk002
DEDET00443A,use2mk003
NYNYC01760A,use1mk002
OKLIT00049A,use2mk003
LALAX03057A,usw2mk011-03
LSSNA03156B,usw2mk011-02
SESEA00296E,usw2mk001
NJJER01602A,use1mk011-03
MNMSP00306A,use2mk002
SESEA00030B,usw2mk001
DCWDC00036A,use1mk011-04
OROCF00140A,use1mk003
MNFAR00009B,use2mk002
SDSAN00535A,usw2mk001
NASDF00162A,use2mk003
KCMCI00048A,use2mk004
BOBOS00282A,use1mk002
NJJER01988B,use1mk011-03
NJJER01722A,use1mk011-03
DCWDC00156A,use1mk011-04
NYNYC01520C,use1mk002
DADAL00089A,use2mk002
NYNYC01175C,use1mk011-02
SDSAN00415B,usw2mk001
CHIND00096A,use2mk002
JKMGM00222A,use2mk004
AUAUS00327A,use2mk004
PHPHL00350A,use1mk011-03
ATATL00011A,use1mk001
CLCAE00187A,use1mk001
NYNYC01640A,use1mk002
JKTLH00115A,use1mk011-05
BOBOS00678A,use1mk002
BOBOS00808A,use1mk002
LSSNA03036B,usw2mk011-02
CLCAE00067A,use1mk001
ATATL00648A,use1mk001
KNAVL00078A,use1mk002
JKMGM00250A,use1mk011-05
KCOMA00018B,use2mk004
DEDET00719A,use2mk002
DCWDC00754B,use1mk003
HOHOU00544A,use2mk001
OROCF00020A,use1mk003
OKFYV00081A,use2mk003
AUAUS00446A,use2mk004
PHPHL00626A,use1mk011-03
BOBDL00092A,use1mk002
DNDEN00150C,usw2mk001
ATBHM00038A,use1mk001
CVCLE00380A,use2mk001
CHCHI00905A,use2mk002
ORTPA00084A,use1mk003
PXPHX00454B,usw2mk001
PXPHX00214A,usw2mk001
SLSLC00002A,usw2mk001
PHPHL00470A,use1mk011-03
DATYR00069A,use2mk002
MWRWI00068A,use2mk001
SFSFO00075A,usw2mk011-01
CHCHI00175A,use2mk011-01
BOBOS00558A,use1mk002
NYNYC01390E,use1mk002
AUAUS00207A,use2mk004
CVCLE00141A,use2mk001
SESEA00306B,usw2mk001
CLFAY00382A,use1mk011-04
DCWDC00384B,use1mk003
AUCRP00070A,use2mk004
DNDEN00253A,usw2mk011-02
DADAL00339A,use2mk002
MIMIA00653A,use1mk011-06
SDSAN00134A,usw2mk011-04
PHPHL00506A,use1mk011-03
CLCAE00041A,use1mk001
PXPHX00557A,usw2mk011-01
CLCLT00045A,use1mk001
DEGRR00227A,use2mk002
ORMCO00500A,use1mk003
NYNYC01545B,use1mk011-02
SDSAN00285B,usw2mk001
SESEA00390B,usw2mk001
BOBDL00102B,use1mk002
PHPHL00110A,use1mk011-03
LSSNA00144C,usw2mk011-02
BOBOS00412C,use1mk002
SLSLC00122A,usw2mk001
SDSAN00494A,usw2mk011-04
SCNCA00044A,usw2mk011-02
NYNYC01665A,use1mk011-02
OKFYV00117A,use2mk003
RIRIC00557A,use1mk002
BOBOS00532A,use1mk002
NYNYC01916A,use1mk002
NJJER01472A,use1mk011-03
MNMSP00270A,use2mk002
DEGRR00118A,use2mk011-01
MWGRB00030A,use2mk001
SESEA00390A,usw2mk001
DEDET00683A,use2mk002
CLCHS00112A,use1mk001
AUAUS00197A,use2mk004
SDSAN00165E,usw2mk001
NJJER01868A,use1mk011-03
PXPHX00067A,usw2mk011-01
LALAX04600C,usw2mk011-02
DADAL00219A,use2mk002
JKMSY00081A,use2mk004
PXPHX00334C,usw2mk001
DNDEN00400C,usw2mk001
SESEA00270A,usw2mk001
NJJER01592A,use1mk011-03
ATATL00502A,use1mk001
HOHOU00304A,use2mk001
HOHOU00294A,use2mk001
OKLIT00169A,use2mk003
PXABQ00027A,usw2mk001
OROCF00166A,use1mk003
ORMCO00620A,use1mk003
DNGJT00014A,usw2mk001
CHCHI00295A,use2mk011-01
SFSFO00195A,usw2mk011-01
DEDET00563A,use2mk002
JKMGM00010A,use1mk011-05
CLCHS00017A,use1mk011-04
SESEA00426D,usw2mk001
CHCHI01015A,use2mk011-01
PXPHX00334B,usw2mk001
KCDSM00005A,use2mk004
LALAX04720A,usw2mk011-02
CLRDU00605A,use1mk001
SESEA00159A,usw2mk011-02
PHHAR00042A,use1mk001
SESEA00270B,usw2mk001
PHPHL00230A,use1mk011-03
ATATL00622A,use1mk001
CLRDU00475A,use1mk001
ATATL00024A,use1mk011-06
CLFAY00022A,use1mk011-04
JKRLA00237A,use2mk004
NYNYC02279A,use1mk011-02
AUCRP00106A,use2mk004
CLFAY00418A,use1mk011-04
NJJER01508A,use1mk011-03
BOBOS00188A,use1mk002
KCMCI00142A,use2mk004
LALAX01005C,usw2mk011-03
MWRWI00042A,use2mk003
AUAUS00420A,use2mk004
SYSYR00344A,use1mk002
NYNYC02159B,use1mk011-02
ATBHM00012A,use1mk001
NJJER01498A,use1mk011-03
ORTPA00227A,use1mk011-05
NABNA00197A,use1mk003
ATATL00888C,use1mk001
ATBHM00408A,use1mk001
OKLIT00143A,use2mk003
MNMSP00187A,use2mk011-01
ORTPA00347A,use1mk011-05
MNMSP00317A,use2mk011-01
CLCAE00281A,use1mk001
SCRNO00007A,usw2mk001
RIRVA00061A,use1mk003
ATBHM00132A,use1mk001
CVPIT00111A,use2mk011-02
CLRDU00355A,use1mk001
AUCRP00096A,use2mk004
BOHVN00207A,use1mk002
DEDET00229A,use2mk002
MIMIA00679A,use1mk011-06
SDSAN00504B,usw2mk011-04
NAMEM00305A,use1mk011-04
KCMCI00262A,use2mk004
PRPDX00418A,usw2mk011-01
ORTPA00467A,use1mk011-05
OKLIT00023A,use2mk003
ATBHM00398A,use1mk001
DCWDC00501A,use1mk011-04
JKRLA00117A,use2mk004
SESEA00056B,usw2mk001
JKJAN00035A,use2mk004
BOBOS01026A,use1mk002
LALAX02073A,usw2mk011-03
PHPHL00735B,use1mk001
CVCVG00051A,use2mk011-02
NJJER01628A,use1mk011-03
RIRIC00531A,use1mk002
CHIND00441A,use2mk002
CLFAY00288A,use1mk011-04
ATATL00742A,use1mk001
JKMGM00156A,use1mk011-05
CVCVG00188A,use2mk001
AUWCO00026A,use2mk004
CLCAE00161A,use1mk001
KCRMO00055A,use2mk004
NJJER01258A,use1mk011-03
BOBOS00042A,use1mk002
ATBHM00158B,use1mk001
BOBDL00008A,use1mk002
CHCHI00164A,use2mk002
SYSYR00094A,use1mk002
CLRDU00115A,use1mk001
NYNYC01880C,use1mk002
HOHOU00664B,use2mk001
CLFAY00168A,use1mk011-04
NJJER01114A,use1mk002
CVCVG00207A,use2mk011-01
ORTPA00191A,use1mk011-05
BOBOS00438A,use1mk002
NYNYC01055A,use1mk011-02
LSSNA01094B,usw2mk011-02
JKMGM00036A,use1mk011-05
LSSNA01104A,usw2mk011-02
ATATL00862A,use1mk001
ATBHM00278A,use1mk001
NYNYC02039A,use1mk011-02
MIMIA00809A,use1mk011-06
KCMCI00288A,use2mk004
DEDET00193A,use2mk002
NJJER01232A,use1mk011-03
DEDET00469A,use2mk003
CVCVG00042A,use2mk001
BOBOS00318A,use1mk002
CLFAY00048A,use1mk011-04
SLSLC00148A,usw2mk001
CVPIT00090A,use2mk001
BOBDL00128A,use1mk002
ORMCO00037A,use1mk003
BOBOS01157A,use1mk011-02
STSPI00027A,use2mk003
MWMKE00008A,use2mk003
LSSNA02078A,usw2mk011-03
PXPHX00041A,usw2mk011-01
SESEA00176B,usw2mk001
CLRDU00235A,use1mk001
DNDEN00373B,usw2mk011-02
CVPIT00100A,use2mk001
NJJER01112A,use1mk011-03
BOHVN00051A,use1mk002
PRPDX00022A,usw2mk011-01
DATYR00054A,use2mk011-02
JKRLA00210A,use2mk004
ATBHM00370A,use1mk003
PHCPA00015B,use1mk001
ORTPA00441A,use1mk011-05
STSTL00325A,use2mk003
JKJAX00246A,use1mk011-05
DETOL00028B,use2mk011-01
NJJER01353B,use1mk002
BOBOS00784A,use1mk011-01
CLGSP00256A,use1mk001
ATATL00778A,use1mk011-01
ORMCO00277A,use1mk003
MWMKE00247A,use2mk004
NYNYC01177C,use1mk002
SFSFO01178A,usw2mk011-01
SDLAS00022B,usw2mk001
PHPHL00018B,use1mk011-03
MWMKE00127B,use2mk002
LSSNA02077C,usw2mk011-02
PHPHL00220B,use1mk001
