site,cz_data
CLGSP00052A,use1mk001
CHCHI00968A,use2mk002
NABNA00241A,use1mk003
SFSFO01116A,usw2mk011-01
JKTLH00042A,use1mk011-05
SDSAN00342B,usw2mk001
CVCLE00211A,use2mk001
DADAL00242A,use2mk002
DATYR00006A,use2mk011-02
BOPWM00001B,use1mk002
SFSFO00372A,usw2mk011-01
JKRLA00391A,use2mk004
CHCHI00942B,use2mk002
NYNYC02185C,use1mk002
NYNYC01820A,use1mk002
DEGRR00169A,use2mk011-01
DNDEN00085A,usw2mk011-02
BOBOS00858A,use1mk002
SESEA00228A,usw2mk011-02
KCDSM00030A,use2mk004
SESEA00112A,usw2mk001
AUCRP03022A,use2mk004
NJJER01795A,use1mk011-03
PXPHX00549A,usw2mk001
NASDF00112A,use2mk003
DEDET00481A,use2mk002
NYNYC01377A,use1mk011-02
HOHOU00364A,use2mk001
MNMSP00246A,use2mk002
SESEA00498B,usw2mk001
DNDEN00245B,usw2mk001
CLCAE00247A,use1mk001
SDSAN00101B,usw2mk001
MIMIA00602A,use1mk011-05
CLRDU00652A,use1mk001
PXPHX00269A,usw2mk011-01
CVPIT00521A,use2mk001
SESEA00378C,usw2mk001
NJJER01555C,use1mk011-03
PXPHX00153A,usw2mk001
NJJER01675A,use1mk011-03
BOBOS00462A,use1mk002
DCWDC00239A,use1mk011-04
DEDET00361A,use2mk002
SDSAN00487A,usw2mk001
CHCHI00508B,use2mk011-01
ORTPA00515A,use1mk003
NYNYC01940A,use1mk002
SYSYR00034A,use1mk002
CLRDU00532A,use1mk001
CHCHI00822A,use2mk002
AUAUS03029A,use2mk004
CHCHI00232A,use2mk011-01
PHPHL00699B,use1mk011-03
DCWDC00119A,use1mk011-04
NYNYC01570B,use1mk002
ORTPA00145B,use1mk003
JKMSY00056A,use2mk004
PXPHX00309A,usw2mk001
BOBOS00342A,use1mk002
HLHNL00057E,usw2mk011-01
AUCRP00130A,use2mk004
JKTLH00067A,use1mk011-05
STEMO00010A,use2mk011-02
ATBHM00088A,use1mk001
OKFYV00142A,use2mk003
NYNYC01257C,use1mk011-02
BOBDL00042A,use1mk002
BOBOS00618A,use1mk002
NYNYC01497C,use1mk011-02
SESEA00352B,usw2mk001
SDSAN00247B,usw2mk001
PXRAZ00048A,usw2mk001
NYNYC01507B,use1mk011-02
PXPHX00393A,usw2mk001
LSSNA01034B,usw2mk011-02
DEDET00731A,use2mk002
NJJER01435A,use1mk011-03
KNTYS00079A,use1mk002
KNAVL00139A,use1mk002
SDSAN00061A,usw2mk011-04
AUCRP00010A,use2mk004
DADAL00124A,use2mk002
BOBOS00149A,use1mk011-01
AUAUS00159A,use2mk004
BOBDL00162A,use1mk002
JKMSY00030A,use2mk004
CHIND00429A,use2mk002
NYNYC01111A,use1mk011-02
PHPHL00579C,use1mk011-03
MNMSP00486A,use2mk002
CLFAY00443A,use1mk011-04
CLCAE00101A,use1mk001
BOHVN00145A,use1mk011-01
ATATL00454A,use1mk001
JKMGM00180B,use1mk011-05
NYNYC02065A,use1mk002
DEGRR00143A,use2mk011-01
OKFYV00022A,use2mk003
JKJAN00082A,use2mk004
KNAVL00019A,use1mk002
MIMIA00722A,use1mk011-05
DEDET00611A,use2mk002
BOBOS00738A,use1mk002
OROCF00083A,use1mk003
JKMGM00060A,use1mk011-05
DADAL00004A,use2mk002
SESEA00232A,usw2mk001
HOHOU00124B,use2mk001
NYNYC01231B,use1mk011-02
BOPWM00027A,use1mk002
HOHOU00244A,use2mk001
KCRMO00004A,use2mk004
ATATL00574A,use1mk001
CLRDU00678A,use1mk001
RIRIC00496A,use1mk002
BOHVN00025A,use1mk011-01
NYNYC01700B,use1mk002
SESEA00508A,usw2mk001
PXPHX00639A,usw2mk011-01
DCWDC00338E,use1mk003
SYSYR00394B,use1mk002
DCSBY00039A,use1mk003
ATATL00920A,use1mk011-06
CLRDU00162A,use1mk001
MNMSP00092A,use2mk011-01
SYSYR00404A,use1mk003
JKRLA00275A,use2mk004
AUAUS00503A,use2mk004
PRROR00011A,usw2mk011-01
ATBHM00182A,use1mk003
OKLIT00105A,use2mk003
CLFAY00203A,use1mk011-04
PXPHX00643B,usw2mk001
CLRDU00558A,use1mk001
PXPHX00363A,usw2mk011-01
RIRIC00506A,use1mk002
BOBOS00248A,use1mk002
MWRWI00080A,use2mk002
MIMIA00498A,use1mk011-06
CLCLT03019A,use1mk001
DEDET00267A,use2mk002
SDSAN00311C,usw2mk011-04
SLIDA03002A,usw2mk001
PXELP03004A,usw2mk001
CLGSP00324A,use1mk001
ATATL00694A,use1mk001
SCRNO00045A,usw2mk001
NJJER01185A,use1mk011-03
NAMEM00127A,use1mk003
BOBOS00368A,use1mk002
JKJAX00189A,use1mk011-05
CLFAY00560A,use1mk001
BOHVN00124B,use1mk002
CVCVG00115B,use2mk001
CVCLE00084A,use2mk001
NABNA00125A,use1mk003
ATBHM00062A,use1mk001
HOHOU00734A,use2mk001
AUCRP03048A,use2mk004
MNMSP00368A,use2mk011-01
CVPIT00031A,use2mk001
SLRUT00001A,usw2mk001
LSSNA02019A,usw2mk011-03
JKRLA00155A,use2mk004
ATATL00217A,use1mk011-06
PHPHL00772A,use1mk001
CVCVG00134A,use2mk011-01
SESEA00018B,usw2mk001
NJJER01315A,use1mk011-03
JKMGM00216A,use1mk011-05
OKLIT00095A,use2mk003
ATBHM00458A,use1mk001
BOBOS00092A,use1mk002
KCOMA00052B,use2mk004
DCWDC00849A,use1mk011-04
AUCRP00036A,use2mk004
OROCF00119A,use1mk003
LALAX02035A,usw2mk011-02
MNMSP00102A,use2mk011-01
BOHVN00004B,use1mk002
CLCAE00221A,use1mk001
LALAX04650A,usw2mk011-01
SCSAC00088B,usw2mk001
CLFAY00469A,use1mk011-04
ORTPA00384B,use1mk011-05
CLRDU00282A,use1mk001
DEDET00387A,use2mk002
NYNYC01017A,use1mk011-02
DCWDC00573B,use1mk011-04
DNDEN00335A,usw2mk011-02
CHIND00403B,use2mk002
JKMGM00086A,use1mk011-05
KCMCI00118A,use2mk004
ORMCO00087A,use1mk003
SYSYR00154A,use1mk002
ATBHM00338A,use1mk001
LSSNA02139B,usw2mk011-03
MIMIA00748A,use1mk011-06
BOBOS00102A,use1mk002
ATATL00087A,use1mk011-01
HOHOU00614A,use2mk001
MNMSP00248A,use2mk011-01
DEDET00637A,use2mk002
JKRLA00035A,use2mk004
ATATL00944A,use1mk001
AUAUS03003A,use2mk004
DEDET00121A,use2mk002
MNRAP00006A,use2mk002
PXPHX00403A,usw2mk001
CLFAY00349A,use1mk011-04
HOHOU00484B,use2mk001
ATATL00824A,use1mk001
LSSNA01154B,usw2mk011-02
PXPHX00123A,usw2mk011-01
BOBOS00243A,use1mk011-01
DCWDC00969A,use1mk011-04
DCWDC00693A,use1mk011-04
ATABY00009A,use1mk001
BOBDL00068A,use1mk002
HLHNL04006B,usw2mk011-01
MIMIA00232A,use1mk011-05
PXRAZ00022A,usw2mk001
CHCHI00018A,use2mk011-01
SCSAC00062A,usw2mk001
PHPHL00553B,use1mk011-03
CLFAY00229A,use1mk011-04
KCMCI00238A,use2mk004
SESEA00138A,usw2mk001
DEDET00517A,use2mk002
PXPHX00523B,usw2mk001
DALBB03012B,use2mk002
BOBDL00188A,use1mk002
BOBOS01077B,use1mk002
DEDET00241A,use2mk002
DCWDC00703A,use1mk011-04
MNMSP00006A,use2mk002
NYNYC01137A,use1mk011-02
ATBHM00218A,use1mk001
SLIDA00017A,usw2mk001
PHPHL00673A,use1mk011-03
LALAX01051A,usw2mk011-03
BOBOS00488A,use1mk002
CLFAY00109A,use1mk011-04
DCSBY00012A,use1mk003
SCSAC00061A,usw2mk001
CLCLT00461A,use1mk001
PRPDX00344B,usw2mk011-01
SCMCA00134A,usw2mk001
SCSAC00177A,usw2mk011-02
CLGSP00075A,use1mk001
NYNYC01117C,use1mk002
MWMKE00054B,use2mk004
LALAX04041A,usw2mk011-03
LALAX04437B,usw2mk011-03
SCMCA00014A,usw2mk001
NJJER01654A,use1mk002
ATATL00827A,use1mk011-06
CLRDU00068A,use1mk001
SDLAS00060A,usw2mk001
CLFAY00070A,use1mk001
ATATL00431A,use1mk011-06
PHPHL00799A,use1mk001
PRPDX00464A,usw2mk011-01
KNTYS00303A,use1mk002
MNMSP00341A,use2mk011-01
JKJAX00043A,use1mk011-05
MIMIA00139A,use1mk011-05
CVCMH00375A,use2mk001
DEMBS00046A,use2mk002
NYNYC02215A,use1mk011-02
JKJAX00162B,use1mk011-05
CHCHI00961A,use2mk011-01
STSPI00086A,use2mk003
STSTL00364A,use2mk003
RIRVA00028A,use1mk002
ATATL00947B,use1mk011-01
NYNYC01721B,use1mk011-02
KNTYS00293A,use1mk002
NYNYC01237B,use1mk002
ORMCO00577A,use1mk003
AUAUS00131A,use2mk011-02
DCWDC00943A,use1mk011-04
BOBOS00482A,use1mk011-02
PHCPA00041A,use1mk001
PHPHL00089A,use1mk011-03
SCSAC00061C,usw2mk001
CVPIT00057A,use2mk001
BOBOS00129A,use1mk002
JKRLA00404A,use2mk004
CHIND00392A,use2mk002
CVCMH03147A,use2mk001
CHCHI00729A,use2mk002
JKJAN00119B,use2mk004
RIRVA00002B,use1mk002
AUAUS00407A,use2mk011-02
BOBOS00009B,use1mk002
STSPI00060A,use2mk003
CLGSP00205A,use1mk001
ATBHM00432A,use1mk001
CVCMH00495A,use2mk001
MNMSP00101A,use2mk011-01
MWMKE00294A,use2mk001
DATYR00003A,use2mk011-02
NYNYC01081A,use1mk002
NABNA00244A,use1mk003
CHCHI00841A,use2mk011-01
CVCMH00505A,use2mk001
SEGEG00160B,usw2mk001
CLFAY00106A,use1mk001
ATATL00791A,use1mk011-06
LSSNA02232A,usw2mk011-02
KCOMA00051A,use2mk004
CVCVG00255A,use2mk011-01
CHCHI00609A,use2mk002
JKRLA00394A,use2mk004
NJJER02026A,use1mk002
ORMCO00061A,use1mk003
BOBOS01050A,use1mk002
NYNYC01841B,use1mk011-02
JKRLA00274A,use2mk004
ATBHM00312A,use1mk003
CVPIT00177A,use2mk001
SYSYR00524B,use1mk002
CHIND00272A,use2mk002
RIRVA00148A,use1mk002
ORMCO00457A,use1mk003
NYNYC01211A,use1mk002
DEDET00147A,use2mk002
KCMCI00211A,use2mk004
NYNYC01357B,use1mk002
NAOWB00056A,use2mk003
ORTPA00514A,use1mk011-05
ORMCO00337B,use1mk003
CHCHI00987A,use2mk011-01
ATATL00801A,use1mk011-06
LSSNA02112A,usw2mk011-03
DALBB00023A,use2mk011-02
CLGSP00325A,use1mk001
CLFAY00440A,use1mk001
SYSYR03020A,use1mk002
ATATL00457A,use1mk011-01
ORMCO00181A,use1mk003
KNTYS00423A,use1mk002
MWMKE00174A,use2mk002
MNMSP00487A,use2mk011-01
NABNA00124A,use1mk003
CVCRW00118A,use2mk001
DEGRR00142A,use2mk011-01
CHCHI00471A,use2mk011-01
NYNYC01471A,use1mk011-02
PHPHL00339A,use1mk011-03
DADAL00363A,use2mk002
OKFYV00048A,use2mk003
KNTYS00329A,use1mk002
ORMCO00431A,use1mk003
CHCHI00867A,use2mk011-01
NYNYC01867B,use1mk011-02
NYNYC01351B,use1mk011-02
RIRIC00375A,use1mk002
BOBOS00952A,use1mk002
PHCPA03074A,use1mk001
NASDF00018A,use2mk003
SLBOI00034A,usw2mk001
MNDLH00082A,use2mk002
ORMCO00551A,use1mk003
NYNYC01847B,use1mk002
DNDEN00006A,usw2mk001
PHCPA00067A,use1mk001
SDSAN00341F,usw2mk001
DADAL00243A,use2mk002
JKTLH00041A,use1mk011-05
OKFYV00168A,use2mk003
DCWDC00212A,use1mk011-04
CVCLE00214A,use2mk001
STEMO00036A,use2mk011-02
NJJER01904B,use1mk002
ORMCO00311A,use1mk003
PXABQ00051A,usw2mk001
CLCLT00487A,use1mk001
RIRIC00255A,use1mk002
NYNYC01987B,use1mk011-02
NASDF00138A,use2mk003
CLCLT00091A,use1mk001
KNTYS00199A,use1mk002
DCWDC00478A,use1mk011-04
CLCHS00050A,use1mk011-04
KNTYS00209A,use1mk002
CHIND00308A,use2mk002
AUAUS00373A,use2mk004
PHPHL00459A,use1mk011-03
DEDET00730A,use2mk002
DCWDC00082B,use1mk011-04
PHPHL00063B,use1mk011-03
DADAL00483A,use2mk002
DCWDC00358B,use1mk011-04
JKJAN00213A,use2mk004
SEGEG00066A,usw2mk001
NYNYC01597B,use1mk002
DADAL00123A,use2mk002
SDSAN00461B,usw2mk001
CVCLE00334A,use2mk001
OKOKC00004A,use2mk003
CHIND00298A,use2mk002
PHPHL00183A,use1mk011-03
OKOKC20006B,use2mk003
MNMSP00485A,use2mk002
CLCLT00101A,use1mk001
ATATL00577B,use1mk011-01
SESEA00472A,usw2mk001
BOBOS00712A,use1mk002
STSTL00004A,use2mk003
CLCHS00030A,use1mk001
NYNYC01627B,use1mk011-02
SCSAC00031A,usw2mk011-02
CLFAY00586A,use1mk011-04
ATATL00697A,use1mk011-01
SDLAS00086B,usw2mk001
SESEA03008A,usw2mk001
PHHAR00009A,use1mk001
DETOL00064A,use2mk011-01
CLCAE00128A,use1mk001
CLFAY00200A,use1mk001
DEMBS00020A,use2mk002
NJJER01774B,use1mk002
KNTYS00173A,use1mk002
DADAL00519A,use2mk002
NYNYC01601C,use1mk011-02
KNAVL00112A,use1mk002
OKROK00003A,use2mk003
CVCLE00454A,use2mk001
AUAUS00253A,use2mk004
NYNYC01691A,use1mk002
CHIND00178A,use2mk002
NAOWB00030A,use2mk003
CVCRW00082A,use2mk001
STSTL00124A,use2mk003
JKMSY00057A,use2mk004
LSSNA00075A,usw2mk011-02
ATSAV00014A,use1mk001
MWGRB00019A,use2mk003
NJJER01924A,use1mk011-03
RIRIC00135A,use1mk002
NJJER02000A,use1mk002
JKTLH00187A,use1mk011-05
KNTYS00053A,use1mk002
PXELP00009A,usw2mk011-01
BOBOS00832A,use1mk002
SEBIL00026B,usw2mk001
PHPHL00219A,use1mk011-03
LSSNA03060A,usw2mk011-02
AUWCO00070A,use2mk011-02
CLCAE00028A,use1mk011-04
KCRNE00045A,use2mk004
NYNYC01451B,use1mk002
CHIND00058A,use2mk002
NYNYC01727A,use1mk002
CLFAY00190A,use1mk001
AUAUS00013B,use2mk004
CHCHI00703B,use2mk002
NYNYC02185D,use1mk002
AUAUS00133A,use2mk004
DCWDC00238A,use1mk011-04
CLCAE00008A,use1mk001
NJJER01804A,use1mk011-03
CHCHI00627A,use2mk011-01
DATYR00029A,use2mk011-02
LALAX04067B,usw2mk011-03
NYNYC01821C,use1mk002
LSSNA01179A,usw2mk011-02
BOBOS00583A,use1mk002
OKFYV00021A,use2mk003
CLCAE00126A,use1mk001
NJJER01554B,use1mk011-03
PXRAZ00023A,usw2mk001
NYNYC01941A,use1mk002
MIMIA00723A,use1mk011-06
CLRDU00531A,use1mk001
BOBOS00979A,use1mk002
DADAL00005A,use2mk002
NJJER02003A,use1mk011-03
KNAVL00114A,use1mk002
DEDET00756A,use2mk002
AUAUS00278A,use2mk004
NYNYC01821D,use1mk002
NYNYC01498B,use1mk011-02
DALBB00049A,use2mk002
DEDET00240A,use2mk003
LALAX03019B,usw2mk011-03
CVPIT00176A,use2mk011-02
BOBDL00043A,use1mk002
OKFYV00141A,use2mk003
SDSAN00100A,usw2mk001
RIRIC00137A,use1mk002
SLSLC00099A,usw2mk001
SESEA00507A,usw2mk001
PHPHL00674A,use1mk011-03
SDSAN00366B,usw2mk001
PHPHL00434B,use1mk011-03
DNDEN00084A,usw2mk011-02
ORTPA00144A,use1mk003
DEGRR00168A,use2mk011-01
AUCRP03021A,use2mk004
SYSYR00155A,use1mk002
NASDF00111A,use2mk003
SESEA00257A,usw2mk001
SDSAN00246B,usw2mk001
SDSAN00090B,usw2mk001
SLSLC00109B,usw2mk001
NYNYC01378A,use1mk011-02
DEDET00636A,use2mk002
AUAUS00408A,use2mk004
HOHOU00485B,use2mk001
NYNYC01571D,use1mk002
BOBDL00163A,use1mk002
NYNYC01112A,use1mk011-02
PHPHL00554A,use1mk011-03
CLCLT00128A,use1mk001
NJJER01674A,use1mk011-03
ATABY00008A,use1mk001
CLCAE00006A,use1mk001
DEDET00360A,use2mk002
CHCHI00629A,use2mk011-01
ORTPA00025A,use1mk011-05
PHPHL00314A,use1mk011-03
DEDET00610A,use2mk002
BOBOS00739A,use1mk002
CHCHI00379A,use2mk011-01
NJJER01314A,use1mk011-03
LSSNA03086A,usw2mk011-03
NYNYC02186A,use1mk002
NYNYC01701A,use1mk002
SDSAN00006B,usw2mk001
SESEA00231A,usw2mk001
BOPWM00026A,use1mk002
NYNYC01232B,use1mk011-02
NYNYC01628C,use1mk011-02
CLRDU00677A,use1mk001
SCRNO00020A,usw2mk001
CLCHS00150A,use1mk001
CLCAE00090A,use1mk001
CLRDU00281A,use1mk001
AUCRP00131A,use2mk004
BOBOS00713A,use1mk002
DADAL00245A,use2mk002
BOBOS00859A,use1mk002
DADAL00125B,use2mk002
LALAX02034B,usw2mk011-02
CHCHI00233B,use2mk002
CVPIT00056A,use2mk011-02
PXRAZ00049A,usw2mk001
ATATL00729A,use1mk001
DEDET00480A,use2mk003
HOHOU00365A,use2mk001
NYNYC01352B,use1mk011-02
SLSLC00073B,usw2mk001
DEGRR00022A,use2mk011-01
CLRDU00557A,use1mk001
NJJER01434A,use1mk011-03
JKMGM00181A,use1mk011-05
AUCRP00011A,use2mk004
NJJER01903C,use1mk002
SESEA00377C,usw2mk001
CVPIT00520A,use2mk001
CLCAE00246A,use1mk001
LSSNA01059B,usw2mk011-02
CHIND00428A,use2mk002
NYNYC01508C,use1mk011-02
STSTL00029A,use2mk003
JKJAN00083A,use2mk004
SESEA00497A,usw2mk001
CVCLE00083A,use2mk001
BOHVN00146A,use1mk011-01
SFSFO00134B,usw2mk011-01
ORTPA00264A,use1mk003
OKFYV00167A,use2mk003
MNMSP00367A,use2mk011-01
KCRMO00005B,use2mk004
JKRLA00154A,use2mk004
CHCHI00019A,use2mk011-01
MIMIA00113A,use1mk011-06
SCSAC00219A,usw2mk001
ATATL00216A,use1mk011-01
SYSYR00525B,use1mk002
OKLIT00094A,use2mk003
BOBOS00093A,use1mk002
ATBHM00457A,use1mk001
NYNYC02087B,use1mk011-02
ATATL00573A,use1mk001
RIRIC00495A,use1mk002
DALBB03013B,use2mk002
CLCAE00220A,use1mk001
DCWDC00598C,use1mk011-04
ATBHM00181A,use1mk001
CHCHI00113A,use2mk002
BOBOS00489A,use1mk002
NJJER01064A,use1mk011-03
SLIDA00018A,usw2mk001
CLRDU00161A,use1mk001
SCSAC00059A,usw2mk011-02
MNMSP00091A,use2mk011-01
RIRIC00505A,use1mk002
CVCVG00236A,use2mk001
LALAX04651B,usw2mk011-02
ATBHM00337A,use1mk001
BOBOS01052A,use1mk002
BOBOS00103A,use1mk002
NJJER02029A,use1mk011-03
BOHVN00125A,use1mk002
JKRLA00034A,use2mk004
NYNYC01018B,use1mk011-02
CLFAY00348A,use1mk011-04
PRPDX00346A,usw2mk011-01
CLCLT03018A,use1mk001
PXELP03005A,usw2mk001
PHPHL00773B,use1mk001
ATATL00693A,use1mk001
SCRNO00046A,usw2mk001
CLCAE00100A,use1mk001
KCMCI00213B,use2mk004
MIMIA00233A,use1mk011-06
ATBHM00061A,use1mk001
AUCRP03047A,use2mk004
CVPIT00030A,use2mk001
HOHOU00735A,use2mk001
CLRDU00187A,use1mk001
CVCLE00119A,use2mk001
BOBDL00069A,use1mk002
SCSAC00063A,usw2mk001
CVCVG00135A,use2mk011-01
JKMGM00087C,use1mk011-05
PXPHX00524A,usw2mk001
CLFAY00228A,use1mk011-04
ORTPA00024A,use1mk003
KCMCI00239A,use2mk004
NAMEM00366A,use1mk003
JKMGM00217A,use1mk011-05
PXPHX00244A,usw2mk011-01
NYNYC01118A,use1mk002
BOBOS00223A,use1mk002
SESEA00137A,usw2mk001
PRPDX00070A,usw2mk011-01
DCWDC00848A,use1mk011-04
DEDET00516A,use2mk003
AUCRP00037A,use2mk004
CHIND00402A,use2mk002
BOBDL00189A,use1mk002
BOBOS00343A,use1mk002
SESEA00017A,usw2mk001
LSSNA02138A,usw2mk011-02
MIMIA00353A,use1mk011-06
DNDEN00214A,usw2mk011-02
DEDET00386A,use2mk003
ORMCO00218A,use1mk003
ATBHM00217A,use1mk003
MIMIA00473B,use1mk011-06
ATBHM00087A,use1mk001
BOBOS00619A,use1mk002
DNDEN00334A,usw2mk011-02
DCSBY00038A,use1mk003
DCWDC00572B,use1mk011-04
ORMCO00088A,use1mk003
SYSYR00405A,use1mk002
HLHNL00058B,usw2mk011-01
PRROR00012A,usw2mk011-01
DCWDC00968B,use1mk011-04
HOHOU00615A,use2mk001
CVPIT00150A,use2mk001
OKLIT00104A,use2mk003
CVCMH00377A,use2mk001
BOBOS01078B,use1mk002
AUAUS03004A,use2mk004
DEDET00120A,use2mk002
NYNYC01258B,use1mk011-02
CLFAY00108A,use1mk011-04
SYSYR00395A,use1mk002
SLIDA03001A,usw2mk001
MNRAP00007A,use2mk002
PXPHX00124A,usw2mk011-01
LSSNA01153B,usw2mk011-03
NJJER01184A,use1mk011-03
NYNYC01138C,use1mk011-02
CVCVG00080A,use2mk001
CVCVG00356A,use2mk001
DCWDC00692A,use1mk011-04
PXPHX00644A,usw2mk001
LSSNA02018B,usw2mk011-02
ORMCO00062A,use1mk003
JKMGM00088A,use1mk011-05
CVCMH00376A,use2mk001
SEGEG00161A,usw2mk001
NYNYC02060A,use1mk011-02
SCMCA00135C,usw2mk001
CLGSP00196A,use1mk001
ORMCO00458A,use1mk003
JKJAX00163B,use1mk011-05
ATATL00706A,use1mk011-06
NYNYC01358B,use1mk002
NAOWB00055A,use2mk003
STSTL00363A,use2mk003
ATSAV00039A,use1mk001
JKJAX00283A,use1mk011-05
ORMCO00338B,use1mk003
ORMCO00578A,use1mk003
DALBB00022A,use2mk011-02
PHCPA00040A,use1mk001
SFSFO00984A,usw2mk011-01
NAMEM00368A,use1mk011-04
MWMKE00209A,use2mk002
AUAUS00502A,use2mk011-02
JKRLA00403A,use2mk004
NYNYC01082B,use1mk002
NJJER01533A,use1mk002
STSTL00243A,use2mk003
ATBHM00431A,use1mk001
CLFAY00095A,use1mk001
NAMEM00365A,use1mk003
HLHNL04007I,usw2mk011-01
LALAX01050D,usw2mk011-02
RIRVA00123A,use1mk002
CVCMH00496A,use2mk001
RIRIC00470A,use1mk002
CVCRW00081A,use2mk001
CLCAE00147A,use1mk011-04
CLGSP00206A,use1mk001
DCWDC00822A,use1mk011-04
CVCMH00506A,use2mk001
DCSBY00037B,use1mk003
DATYR00004A,use2mk011-02
NABNA00243A,use1mk003
MWMKE00199A,use2mk002
SEGEG00161B,usw2mk001
LSSNA02137A,usw2mk011-02
RIRIC00350B,use1mk002
SFSFO01118A,usw2mk011-01
NYNYC02216B,use1mk011-02
JKRLA00393A,use2mk004
JKJAX00044A,use1mk011-05
MNMSP00090A,use2mk011-01
JKRLA00273A,use2mk004
ATBHM00311A,use1mk001
CLCLT00342A,use1mk001
ATATL00060A,use1mk011-01
PHPHL00284B,use1mk001
NYNYC01212A,use1mk002
MWMKE00173B,use2mk002
NAMEM00102A,use1mk011-04
KCMCI00212A,use2mk004
CHCHI00962A,use2mk011-01
PRPDX00345A,usw2mk011-01
CLCLT03017A,use1mk001
LSSNA02111A,usw2mk011-02
JKJAN00118A,use2mk004
CLGSP00326A,use1mk001
SCNCA00027A,usw2mk001
KNTYS00424A,use1mk002
DCWDC00942A,use1mk011-04
CVCLE00239A,use2mk001
CHIND00393A,use2mk002
CVCMH00017A,use2mk001
JKRLA00153A,use2mk004
RIRIC00230A,use1mk002
DCSBY00011A,use1mk003
MNMSP00366A,use2mk011-01
CHCHI00722A,use2mk011-01
CVCMH00350A,use2mk001
CVCMH03146A,use2mk001
BOBOS01051C,use1mk002
MIMIA00114A,use1mk011-05
RIRVA00003B,use1mk002
CLCLT00462A,use1mk001
ORMCO00182A,use1mk003
NAMEM00222A,use1mk011-05
ATATL00800A,use1mk011-01
CLGSP00170A,use1mk001
CVCVG00330B,use2mk001
SCSAC00058B,usw2mk011-02
MNMSP00100A,use2mk011-01
DEGRR03030A,use2mk011-01
NYNYC02086B,use1mk011-02
CVCLE00359A,use2mk001
PRPDX00465A,usw2mk011-01
ATATL00790A,use1mk011-06
LALAX04282A,usw2mk011-03
PHPHL00284C,use1mk001
JKRLA00429A,use2mk004
MWMKE00053A,use2mk002
STSPI00085B,use2mk003
KCOMA00050A,use2mk004
ATATL00336A,use1mk011-01
KNTYS00054A,use1mk002
CLCLT00488A,use1mk001
DCWDC00333A,use1mk011-04
CHIND00273A,use2mk002
CLCLT00092A,use1mk001
AUAUS00132D,use2mk004
CLCHS00051A,use1mk011-04
SESEA00471B,usw2mk001
STSTL00269A,use2mk003
AUAUS00372A,use2mk004
CVCMH00470A,use2mk001
DADAL00484A,use2mk002
CVCLE00479A,use2mk001
STSTL00149A,use2mk003
CHCHI00988A,use2mk011-01
SDSAN00460B,usw2mk001
NYNYC01472D,use1mk011-02
PXPHX00484C,usw2mk011-01
SFSFO00494A,usw2mk011-01
CLCLT00102A,use1mk001
NYNYC01968A,use1mk002
CLCHS00031A,use1mk001
MNMSP00340B,use2mk002
NJJER01893A,use1mk002
DEGRR00141A,use2mk011-01
CLFAY00587A,use1mk011-04
SEGEG00067B,usw2mk001
NYNYC01332B,use1mk002
OKFYV00047A,use2mk003
OKOKC20005A,use2mk003
CHCHI00868A,use2mk011-01
PHCPA03075A,use1mk001
RIRIC00376A,use1mk002
MNDLH00081A,use2mk002
NASDF00017A,use2mk003
SLBOI00035A,usw2mk001
ORMCO00312B,use1mk003
NYNYC01748B,use1mk011-02
CLCLT00222A,use1mk001
SESEA00351A,usw2mk001
CLGSP00050A,use1mk001
MWMKE00293A,use2mk002
CLCHS00151A,use1mk001
SYSYR03045A,use1mk002
DCWDC00213A,use1mk011-04
DADAL00244A,use2mk002
NYNYC01842A,use1mk011-02
LSSNA02231A,usw2mk011-02
NYNYC02280B,use1mk002
NJJER01923A,use1mk011-03
CVCLE00213A,use2mk001
NYNYC02310B,use1mk011-02
SDSAN00340B,usw2mk001
NJJER02001A,use1mk002
KNTYS00304A,use1mk002
BOBOS00833A,use1mk002
RIRIC00256A,use1mk002
CHCHI00748A,use2mk011-01
NASDF00137A,use2mk003
KCRNE00044A,use2mk004
CHIND00309A,use2mk002
AUAUS00012B,use2mk004
CLRDU00650A,use1mk001
KNTYS00294A,use1mk002
SCSAC00272A,usw2mk011-02
NYNYC02160B,use1mk002
CHCHI00944A,use2mk002
CLCHS00207A,use1mk011-04
RIRVA00029A,use1mk002
NJJER01929C,use1mk002
JKJAN00212A,use2mk004
CVCLE00333A,use2mk001
OKOKC00005A,use2mk003
DCWDC00063A,use1mk003
CLCHS00177A,use1mk001
DEMBS00021B,use2mk002
CHIND00299A,use2mk002
CHIND00033A,use2mk002
STSTL00003A,use2mk003
NJJER01673A,use1mk011-03
NYNYC01602D,use1mk011-02
CLCAE00007A,use1mk001
NYNYC01728B,use1mk002
NYNYC01572C,use1mk002
DADAL00364A,use2mk002
STSTL00389A,use2mk003
SDLAS00085B,usw2mk001
NYNYC01722A,use1mk011-02
DNDEN00125B,usw2mk001
DETOL00065A,use2mk011-01
ATATL00696A,use1mk011-01
CHCHI00472A,use2mk011-01
CVCRW00117A,use2mk001
JKMGM00069A,use2mk004
SESEA03009A,usw2mk001
AUAUS00398A,use2mk004
KNTYS00174A,use1mk002
CLRDU00530A,use1mk001
CLFAY00345A,use1mk001
NYNYC01868B,use1mk011-02
BOBOS00953A,use1mk002
CHCHI00824A,use2mk002
CLCLT00368A,use1mk001
CVCLE00453A,use2mk001
NYNYC01592C,use1mk011-02
